,rooms,floors,area_outside,area,link,address,hind,maakond
0,2,4/4,,64.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-videviku-tn/4458360,"Videviku tn 14,Kesklinna linnaosa, Tallinn, Harju maakond",195000,harju
1,4,,,101.1,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-pirnipuu-pst/1210707,"Pirnipuu pst 194-1, Muuga aedlinn,Maardu linn, Harju maakond",300000,harju
2,1,4/5,,30.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/7109677,"Pallasti tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",85000,harju
3,4,2/2,,93.2,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-tammiku-poik/8611451,"Tammiku põik 3/1,Peetri alevik, Rae vald, Harju maakond",298000,harju
4,2,2/4,,39.6,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-kehra-linn-aia-tn/8373009,"Aia tn 3,Kehra linn, Harju maakond",39500,harju
5,3,2/3,,54.4,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-keila-linn-tuula-tee/7157256,"Tuula tee 2c-9,Keila linn, Harju maakond",179792,harju
6,3,3/3,,54.4,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-keila-linn-tuula-tee/8246945,"Tuula tee 2c-6,Keila linn, Harju maakond",179792,harju
7,2,2/3,,44.7,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/6732513,"Nõmmeliiva tee 3-6,Tänassilma küla, Saku vald, Harju maakond",169860,harju
8,3,2/3,,71,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/7133632,"Nõmmeliiva tee 3-5,Tänassilma küla, Saku vald, Harju maakond",241400,harju
9,4,3/3,,83.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jalami-tn/2805662,"Jalami tn 10/2,Haabersti linnaosa, Tallinn, Harju maakond",311000,harju
10,4,1/4,,83.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jalami-tn/1100384,"Jalami tn 8/2,Haabersti linnaosa, Tallinn, Harju maakond",319000,harju
11,3,1/2,,80.9,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-tallinn-kadriorg/9287190,"Vilmsi,Kadriorg, Tallinn, Harju maakond",530000,harju
12,4,3/3,,79.7,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-kopli-tee/7143653,"Kopli tee 24,Peetri alevik, Rae vald, Harju maakond",314000,harju
13,2,,,50,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-maakri-tn/9369403,"Maakri tn 36, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",198000,harju
14,2,2/5,,48.6,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-kallasmaa-tn/9003211,"Kallasmaa tn 15-4,Maardu linn, Harju maakond",83000,harju
15,3,1/4,,72.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-hanijala-tn/7675980,"Hanijala tn 3,Haabersti linnaosa, Tallinn, Harju maakond",189800,harju
16,3,1/3,,71,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/6194831,"Nõmmeliiva tee 3-1,Tänassilma küla, Saku vald, Harju maakond",241400,harju
17,5,,,101,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-karikakra-tee/5227837,"Karikakra tee 39,Tiskre küla, Harku vald, Harju maakond",307000,harju
18,5,,,113,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-karikakra-tee/1741067,"Karikakra tee 39,Tiskre küla, Harku vald, Harju maakond",344000,harju
19,3,2/3,,63.6,https://city24.ee/real-estate/apartments-for-sale/rae-vald-rae-kula-dolomiidi-tee/2527267,"Dolomiidi tee 2/1-10,Rae küla, Rae vald, Harju maakond",210905,harju
20,2,3/13,,56.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-lasnamae-tn/9214147,"Lasnamäe tn 4b,Lasnamäe linnaosa, Tallinn, Harju maakond",299000,harju
21,1,2/2,,26,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-suur-sojamae-poik/1106721,"Suur-Sõjamäe põik 3-7, Ülemiste,Lasnamäe linnaosa, Tallinn, Harju maakond",84000,harju
22,4,2/3,,,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saue-linn-kuuseheki-tn/1509371,"Kuuseheki tn 52,Saue linn, Harju maakond",220000,harju
23,3,4/4,,65.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vanakuu-tn/4556739,"Vanakuu tn 7, Pikaliiva,Haabersti linnaosa, Tallinn, Harju maakond",237000,harju
24,3,1/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-m-harma-tn/1816545,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",159900,harju
25,3,3/4,,90.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/2244576,"Padriku tee 4/5,Pirita linnaosa, Tallinn, Harju maakond",255000,harju
26,3,2/3,,62.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/2960653,"Kopli tn 64-5,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",307944,harju
27,4,1/3,,82.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/2980368,"Kopli tn 64-3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",381612,harju
28,3,1/5,,44,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/7573090,"Pae tn 22,Lasnamäe linnaosa, Tallinn, Harju maakond",105000,harju
29,3,5/7,,76.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/7922119,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",240000,harju
30,2,1/5,,43.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/4087225,"Sõpruse pst 236,Mustamäe linnaosa, Tallinn, Harju maakond",105000,harju
31,1,5/5,,30.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/2538854,"Ehitajate tee 49,Mustamäe linnaosa, Tallinn, Harju maakond",82000,harju
32,3,4/5,,66.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-vikerlase-tn/5244529,"Vikerlase tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",125900,harju
33,4,5/5,,107,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kari-tn/7885369,"Kari tn 24, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",347500,harju
34,3,4/9,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kihnu-tn/3284492,"Kihnu tn 18,Lasnamäe linnaosa, Tallinn, Harju maakond",124999,harju
35,4,1/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-m-harma-tn/1203197,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",159900,harju
36,4,3/3,,99.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-uuspere-tee/7613638,"Uuspere tee 5/2, Tiskreoja,Haabersti linnaosa, Tallinn, Harju maakond",280000,harju
37,3,1/3,,75.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kivimurru-tn/1104164,"Kivimurru tn 36,Kesklinna linnaosa, Tallinn, Harju maakond",235000,harju
38,3,1/3,,87.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-sihi-tn/1289209,"Sihi tn 122, Kivimäe,Nõmme linnaosa, Tallinn, Harju maakond",329000,harju
39,2,1/4,,48.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/1323844,"Kalaranna tn 25, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",295000,harju
40,2,5/5,,52.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sitsi-tn/7620345,"Sitsi tn 14, Sitsi asum,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",145600,harju
41,3,3/5,,47.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/3417384,"Pärnu mnt 76,Kesklinna linnaosa, Tallinn, Harju maakond",178000,harju
42,5,2/3,,116.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-raua-tn/2260968,"Raua tn 30, Kadriorg,Kadriorg, Tallinn, Harju maakond",415000,harju
43,2,3/5,,48,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-roseni-tn/6070005,"Roseni tn 10, Rotermanni,Kesklinna linnaosa, Tallinn, Harju maakond",249000,harju
44,3,,,83.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-talli-tn/6234765,"Talli tn 5,Kristiine linnaosa, Tallinn, Harju maakond",379650,harju
45,2,2/3,,54.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-jarve-tn/8876866,"Järve tn 50, Järve,Kristiine linnaosa, Tallinn, Harju maakond",179000,harju
46,2,5/5,,36.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-videviku-tn/1446103,"Videviku tn 16, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",123000,harju
47,2,2/3,,44,https://city24.ee/real-estate/apartments-for-sale/rae-vald-lagedi-alevik-betooni-tn/2325684,"Betooni tn 17,Lagedi alevik, Rae vald, Harju maakond",99000,harju
48,3,1/5,,55.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-asunduse-tn/4308713,"Asunduse tn 9,Lasnamäe linnaosa, Tallinn, Harju maakond",189700,harju
49,2,4/6,,50.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-madara-tn/5059578,"Madara tn 1-7, Pelgulinn,Kristiine linnaosa, Tallinn, Harju maakond",249000,harju
50,4,3/6,,103.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-madara-tn/6648559,"Madara tn 1-4, Lilleküla,Kristiine linnaosa, Tallinn, Harju maakond",399000,harju
51,2,5/5,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/6721472,"Sõpruse pst 206, MUSTAMÄE,Mustamäe linnaosa, Tallinn, Harju maakond",109000,harju
52,3,3/3,,58.4,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-keila-linn-vasara-tn/6685151,"Vasara tn 15-10,Keila linn, Harju maakond",165000,harju
53,4,3/3,,,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-kaselaane-poik/1502202,"Kaselaane põik 2/1,Laagri alevik, Saue vald, Harju maakond",289000,harju
54,3,6/9,,63.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/3314677,"Mahtra tn 44,Lasnamäe linnaosa, Tallinn, Harju maakond",109999,harju
55,2,5/5,,42.6,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-loo-alevik-saha-tee/5537435,"Saha tee 5,Loo alevik, Jõelähtme vald, Harju maakond",104900,harju
56,1,2/5,,32.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pikri-tn/4263880,"Pikri tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",76700,harju
57,2,2/9,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/3238424,"Sõle tn 60,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",109000,harju
58,3,11/12,,64.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-poorise-tn/4227898,"Pöörise tn 7,Mustamäe linnaosa, Tallinn, Harju maakond",239900,harju
59,1,2/9,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/2176821,"Mahtra tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",82900,harju
60,2,2/4,,59.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/2104143,"Lastekodu tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",167000,harju
61,3,9/14,,60,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/6343856,"Õismäe tee 109,Haabersti linnaosa, Tallinn, Harju maakond",139900,harju
62,3,3/3,,61.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/9189253,"Sõle tn 74,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",150000,harju
63,3,2/8,,66.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/7759762,"Tartu mnt 56,Kesklinna linnaosa, Tallinn, Harju maakond",325000,harju
64,3,2/4,,64.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/9090747,"Vana-Rannamõisa tee 1D/2,Haabersti linnaosa, Tallinn, Harju maakond",198000,harju
65,2,3/3,,37.9,https://city24.ee/real-estate/apartments-for-sale/saue-vald-aasmae-kula-kasesalu-tn/2002037,"Kasesalu tn 4,Ääsmäe küla, Saue vald, Harju maakond",59000,harju
66,1,5/5,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paasiku-tn/3571639,"Paasiku tn 12,Lasnamäe linnaosa, Tallinn, Harju maakond",89500,harju
67,6,,,155,https://city24.ee/real-estate/apartments-for-sale/harku-vald-harku-alevik-uus-tn/3916886,"Uus tn 5,Harku alevik, Harku vald, Harju maakond",230000,harju
68,1,1/2,,29.4,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-kostivere-alevik-urke-tn/2799761,"Urke tn 2,Kostivere alevik, Jõelähtme vald, Harju maakond",61900,harju
69,1,3/5,,32.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-katleri-tn/4252420,"Katleri tn 11,Lasnamäe linnaosa, Tallinn, Harju maakond",83000,harju
70,2,1/4,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-asula-tn/6513224,"Asula tn 5,Kesklinna linnaosa, Tallinn, Harju maakond",157500,harju
71,2,3/5,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tedre-tn/2150923,"Tedre tn 85,Kristiine linnaosa, Tallinn, Harju maakond",116900,harju
72,1,4/5,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/7709542,"Läänemere tee 25, Kuristiku,Lasnamäe linnaosa, Tallinn, Harju maakond",78000,harju
73,4,7/13,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lasnamae-tn/5395110,"Lasnamäe tn 4c,Kesklinna linnaosa, Tallinn, Harju maakond",439800,harju
74,4,1/9,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/2348960,"K. Kärberi tn 60, Priisle,Lasnamäe linnaosa, Tallinn, Harju maakond",194000,harju
75,2,1/2,,28,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-susta-tn/8330078,"Süsta tn 3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",78000,harju
76,2,1/3,,43.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/9042516,"Volmre tn 31-4, Haabersti, Rocca Al Mare,Haabersti linnaosa, Tallinn, Harju maakond",179900,harju
77,2,8/9,,43.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/4981985,"Mustamäe tee 181,Mustamäe linnaosa, Tallinn, Harju maakond",122900,harju
78,3,2/5,,46.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/7254417,"E. Vilde tee 78-78, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",118000,harju
79,4,2/3,,76.1,https://city24.ee/real-estate/apartments-for-sale/rae-vald-jarvekula-hansa-tee/4281571,"Hansa tee 1, Järveküla,Järveküla, Rae vald, Harju maakond",252000,harju
80,4,7/8,,106.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/6392438,"Astangu tn 19/3,Haabersti linnaosa, Tallinn, Harju maakond",250000,harju
81,2,7/7,,46.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pronksi-tn/2625764,"Pronksi tn 7, Kompassi,Kesklinna linnaosa, Tallinn, Harju maakond",164800,harju
82,2,1/5,,43.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-akadeemia-tee/7743232,"Akadeemia tee 6,Mustamäe linnaosa, Tallinn, Harju maakond",102000,harju
83,3,3/5,,77.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-valge-tn/5950060,"Valge tn 18H,Kesklinna linnaosa, Tallinn, Harju maakond",299000,harju
84,3,8/9,,65.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/7219747,"Järveotsa tee 23, Väike-Õismäe,Haabersti linnaosa, Tallinn, Harju maakond",114000,harju
85,2,3/3,,44.3,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-keila-linn-vasara-tn/3991685,"Vasara tn 15-21,Keila linn, Harju maakond",148500,harju
86,4,3/3,,87,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kuukressi/4691492,"Kuukressi 1, Pirita Koze,Lasnamäe linnaosa, Tallinn, Harju maakond",310000,harju
87,2,5/9,,43.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/7395448,"Mustamäe tee 80,Mustamäe linnaosa, Tallinn, Harju maakond",92500,harju
88,2,5/9,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-mooni-tn/8949988,"Mooni tn 60, Lilleküla,Kristiine linnaosa, Tallinn, Harju maakond",119900,harju
89,2,4/9,,43.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/3696124,"Sõpruse pst 250,Mustamäe linnaosa, Tallinn, Harju maakond",119900,harju
90,2,4/5,,52.7,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-keemikute-tn/7750625,"Keemikute tn 4,Maardu linn, Harju maakond",69990,harju
91,2,1/5,,46.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/3352510,"Õismäe tee 29,Haabersti linnaosa, Tallinn, Harju maakond",89000,harju
92,4,11/12,,99.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/3341408,"Mustakivi tee 25, VEGA MAJA,Lasnamäe linnaosa, Tallinn, Harju maakond",350000,harju
93,2,3/3,,68.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-laulupeo-tn/8978108,"Laulupeo tn 17, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",219000,harju
94,1,4/5,,27.3,https://city24.ee/real-estate/apartments-for-sale/laane-harju-vald-klooga-alevik-kivi-tn/4821084,"Kivi tn 3,Klooga alevik, Lääne-Harju vald, Harju maakond",35000,harju
95,2,4/5,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/4242234,"E. Vilde tee 104,Mustamäe linnaosa, Tallinn, Harju maakond",97900,harju
96,4,5/5,,66.5,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saku-alevik-kannikese-tn/7561499,"Kannikese tn 10,Saku alevik, Harju maakond",130000,harju
97,2,8/9,,52.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/5034181,"Linnamäe tee 12,Lasnamäe linnaosa, Tallinn, Harju maakond",114999,harju
98,3,6/8,,75.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sipelga-tn/5038087,"Sipelga tn 4,Mustamäe linnaosa, Tallinn, Harju maakond",247000,harju
99,2,2/9,,51,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-muhu-tn/2735912,"Muhu tn 5,Lasnamäe linnaosa, Tallinn, Harju maakond",139000,harju
100,4,4/5,,195.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-joa-tn/8767184,"Joa tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",550000,harju
101,1,3/5,,35.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/6375536,"Ümera tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",79000,harju
102,3,1/12,,66,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/6634296,"Mustakivi tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",203000,harju
103,2,2/9,,49.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/1493149,"Järveotsa tee 29,Haabersti linnaosa, Tallinn, Harju maakond",128000,harju
104,3,4/5,,63.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/1035752,"Gonsiori tn 13, SÜDALINN,Kesklinna linnaosa, Tallinn, Harju maakond",229000,harju
105,3,2/3,,73.6,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-pargi-tee/1026015,"Pargi tee 3,Peetri alevik, Rae vald, Harju maakond",199000,harju
106,2,3/4,,70.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/7068436,"Padriku tee 3/2,Pirita linnaosa, Tallinn, Harju maakond",185000,harju
107,4,3/3,,107.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/9353841,"Lahepea tn 19-28,Haabersti linnaosa, Tallinn, Harju maakond",539800,harju
108,2,4/5,,45.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-karjamaa-tn/6876694,"Karjamaa tn 6, Karjamaa,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",97000,harju
109,2,,,95.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-sulevi-tn/7044566,"Sulevi tn 11,Nõmme linnaosa, Tallinn, Harju maakond",275000,harju
110,2,1/4,,51.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/5610156,"Gonsiori tn 28,Kesklinna linnaosa, Tallinn, Harju maakond",164999,harju
111,3,3/3,,70.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-magdaleena-tn/1816505,"Magdaleena tn 4-9,Kesklinna linnaosa, Tallinn, Harju maakond",294800,harju
112,2,3/4,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kotzebue-tn/7700606,"Kotzebue tn 9, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",215000,harju
113,2,1/9,,49.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-loitsu-tn/9108591,"Loitsu tn 5,Lasnamäe linnaosa, Tallinn, Harju maakond",115000,harju
114,2,5/5,,46.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7755046,"Õismäe tee 101,Haabersti linnaosa, Tallinn, Harju maakond",117900,harju
115,1,5/5,,30,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5991184,"Ehitajate tee 88,Mustamäe linnaosa, Tallinn, Harju maakond",77500,harju
116,1,1/2,,27.1,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-kallasmaa-tn/9286573,"Kallasmaa tn 26,Maardu linn, Harju maakond",53000,harju
117,1,4/5,,20.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-pelguranna-tn/6043682,"Pelguranna tn 3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",97500,harju
118,1,2/5,,30.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/8000195,"Mustamäe tee 120,Mustamäe linnaosa, Tallinn, Harju maakond",90000,harju
119,2,1/5,,43.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tedre-tn/7841235,"Tedre tn 81,Kristiine linnaosa, Tallinn, Harju maakond",125000,harju
120,2,5/5,,37,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-erika-tn/9162655,"Erika tn,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",125000,harju
121,2,1/5,,59.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-meeliku-tn/4803673,"Meeliku tn 21/1,Lasnamäe linnaosa, Tallinn, Harju maakond",199900,harju
122,2,1/5,,42.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/7264702,"Mustamäe tee 126,Mustamäe linnaosa, Tallinn, Harju maakond",105000,harju
123,2,1/5,,56,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-uuslinna-tn/1695916,"Uuslinna tn 9/3,Lasnamäe linnaosa, Tallinn, Harju maakond",202800,harju
124,3,2/5,,47,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/9368263,"Sõpruse pst 238,Mustamäe linnaosa, Tallinn, Harju maakond",103000,harju
125,2,2/4,,42.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/8414237,"E. Vilde tee 137,Mustamäe linnaosa, Tallinn, Harju maakond",113000,harju
126,3,1/5,,57.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/2476468,"Mustamäe tee 112, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",135000,harju
127,2,1/3,,52.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/3353933,"Pae tn 50,Lasnamäe linnaosa, Tallinn, Harju maakond",133000,harju
128,2,5/6,,54.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-suur-karja-tn/3876233,"Suur-Karja tn 18,Vanalinn, Tallinn, Harju maakond",246000,harju
129,4,,,131,https://city24.ee/real-estate/apartments-for-sale/rae-vald-jarvekula-kaokella-tee/6330903,"Käokella tee 8,Järveküla, Rae vald, Harju maakond",325000,harju
130,2,6/18,,45,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paevalille-tn/8937422,"Päevalille tn 6,Haabersti linnaosa, Tallinn, Harju maakond",189000,harju
131,3,3/6,,66,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/6600995,"Paldiski mnt 82b,Haabersti linnaosa, Tallinn, Harju maakond",277000,harju
