,rooms,size,floor,condition,ownership_type,reg_no,energy_label,url,price,aadress,year,utility,total_floors,maakond,linn_vald,linnaosa,streetwno,street,sqm_price,st_address,address,lat,long
620,2,38.4,2.0,Uus,Korteriomand,,B,https://www.kv.ee/2022-kevadeks-valmib-restoran-kaseke-asemele-moder-3188715.html,134900,"Tartumaa, Tartu, Tartu linn, Karlova, Lootuse tn 2a-6",2022.0,,4.0,Tartumaa,Tartu,Tartu linn,Lootuse tn 2a-6,Lootuse tn,3513.020833333333,"Eesti, Tartumaa,Tartu,Tartu linn,Lootuse tn","Lootuse, 50108 Tartu, Estonia",58.36999770000001,26.7244122
621,4,83.6,2.0,Keskmine,,31801:002:0210,C,https://www.kv.ee/muua-neljatoaline-kahe-roduga-korter-kohila-alevis-3379419.html,95000,"Raplamaa, Kohila vald, Kohila, Tööstuse tn 29",1990.0,165 €/275 €,3.0,Raplamaa,Kohila vald,Kohila,Tööstuse tn 29,Tööstuse tn,1136.3636363636365,"Eesti, Raplamaa,Kohila vald,Kohila,Tööstuse tn","Tööstuse, Kohila, Rapla maakond, Estonia",59.17478769999999,24.7548054
622,2,40.9,3.0,Uus,Korteriomand,78401:118:0650,B,https://www.kv.ee/muua-hinnatud-arendaja-liveni-vaiketallinna-projek-3376295.html,169000,"Harjumaa, Tallinn, Kesklinn, Kitseküla, Türi tn 4",2021.0,,5.0,Harjumaa,Tallinn,Kesklinn,Türi tn 4,Türi tn,4132.029339853301,"Eesti, Harjumaa,Tallinn,Kesklinn,Türi tn","Türi, Tallinn, Estonia",59.409825,24.7422115
623,3,71.7,4.0,Uus,Korteriomand,,C,https://www.kv.ee/muua-3toaline-suure-roduga-korter-aurora-pargis-li-3381809.html,175000,"Harjumaa, Tallinn, Haabersti, Astangu, Astangu 19/1",2017.0,,8.0,Harjumaa,Tallinn,Haabersti,Astangu 19/1,Astangu,2440.725244072524,"Eesti, Harjumaa,Tallinn,Haabersti,Astangu","Astangu, Tallinn, Estonia",59.40182279999999,24.6244565
624,2,39.3,1.0,Keskmine,Korteriomand,79403:002:0065,-,https://www.kv.ee/muua-hubane-2toaline-korter-korter-asub-2korruseli-3366853.html,56990,"Tartumaa, Tartu vald, Kõrveküla, Hariduse 2",1977.0,,2.0,Tartumaa,Tartu vald,Kõrveküla,Hariduse 2,Hariduse,1450.1272264631043,"Eesti, Tartumaa,Tartu vald,Kõrveküla,Hariduse","Hariduse, Kõrveküla, 60512 Tartu maakond, Estonia",58.42380709999999,26.7678836
625,2,49.1,3.0,Uus,Korteriomand,,B,https://www.kv.ee/2022-kevadeks-valmib-restoran-kaseke-asemele-moder-3188743.html,169900,"Tartumaa, Tartu, Tartu linn, Karlova, Lootuse tn 2a-11",2022.0,,4.0,Tartumaa,Tartu,Tartu linn,Lootuse tn 2a-11,Lootuse tn,3460.285132382892,"Eesti, Tartumaa,Tartu,Tartu linn,Lootuse tn","Lootuse, 50108 Tartu, Estonia",58.36999770000001,26.7244122
626,2,54.8,2.0,Heas korras,Korteriomand,,B,https://www.kv.ee/muuki-on-tulnud-avar-kahetoaline-korter-paepargi-t-3383027.html,169990,"Harjumaa, Tallinn, Lasnamäe, Pae park, Paepargi 51",2017.0,,14.0,Harjumaa,Tallinn,Lasnamäe,Paepargi 51,Paepargi,3102.007299270073,"Eesti, Harjumaa,Tallinn,Lasnamäe,Paepargi","Paepargi, 11414 Tallinn, Estonia",59.4295368,24.8042081
627,1,11.8,5.0,Renoveeritud,Korteriomand,78406:601:0029,F,https://www.kv.ee/asukohtaktiivsele-inimesele-hea-asukohaga-ule-tee-3378949.html,43000,"Harjumaa, Tallinn, Haabersti, Mustjõe, Paldiski mnt 75",1966.0,,5.0,Harjumaa,Tallinn,Haabersti,Paldiski mnt 75,Paldiski mnt,3644.06779661017,"Eesti, Harjumaa,Tallinn,Haabersti,Paldiski mnt","Paldiski mnt, Tallinn, Estonia",59.4149637,24.6386998
628,2,49.2,5.0,Vajab san. remonti,Korteriomand,78401:109:0011,C,https://www.kv.ee/harjumaa-tallinn-kesklinn-planeedi-tn-2-2-tuba-58-3378513.html,114900,"Harjumaa, Tallinn, Kesklinn, Planeedi tn 2",1971.0,,8.0,Harjumaa,Tallinn,Kesklinn,Planeedi tn 2,Planeedi tn,2335.3658536585363,"Eesti, Harjumaa,Tallinn,Kesklinn,Planeedi tn","Planeedi, Tallinn, Estonia",59.42257639999999,24.740376
629,1,11.9,4.0,Heas korras,Korteriomand,78405:501:0305,Puudub,https://www.kv.ee/hea-vaike-uurikorter-korter-investorile-tootlus-he-3379861.html,40000,"Harjumaa, Tallinn, Mustamäe, E. Vilde tee 90",1967.0,25 €/45 €,5.0,Harjumaa,Tallinn,Mustamäe,E. Vilde tee 90,E. Vilde tee,3361.344537815126,"Eesti, Harjumaa,Tallinn,Mustamäe,E. Vilde tee","E. Vilde tee, Tallinn, Estonia",59.4040213,24.6748226
630,5,85.2,1.0,Renoveeritud,Korteriomand,62507:016:8110,Puudub,https://www.kv.ee/kusi-endale-sobivat-tutvmise-aega-korteri-juurde-k-3178035.html,115000,"Pärnumaa, Pärnu, Pärnu linn, Rääma, Kaevu 5",1971.0,,5.0,Pärnumaa,Pärnu,Pärnu linn,Kaevu 5,Kaevu,1349.7652582159624,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kaevu","Kaevu, Pärnu, Pärnu maakond, Estonia",58.3977704,24.5034055
631,2,46.9,5.0,Keskmine,Korteriomand,,-,https://www.kv.ee/muua-2-toaline-keskkuttega-korteriomand-pohjatalli-3383273.html,85000,"Harjumaa, Tallinn, Põhja-Tallinn, Stroomi, Randla 24",1970.0,,5.0,Harjumaa,Tallinn,Põhja-Tallinn,Randla 24,Randla,1812.366737739872,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Randla","Randla, Tallinn, Estonia",59.4479684,24.690776
632,3,68.8,2.0,Vajab renoveerimist,Korteriomand,40002:003:0001,Puudub,https://www.kv.ee/muua-kena-3toaline-korter-lehtse-alevikus-korterko-3381685.html,36900,"Lääne-Virumaa, Tapa vald, Lehtse, Keskuse 5",,,2.0,Lääne-Virumaa,Tapa vald,Lehtse,Keskuse 5,Keskuse,536.3372093023256,"Eesti, Lääne-Virumaa,Tapa vald,Lehtse,Keskuse","Keskuse, Lehtse, 73601 Lääne-Viru maakond, Estonia",59.2503766,25.8257867
633,3,62.0,11.0,Uus,Korteriomand,78403:301:0131,B,https://www.kv.ee/kortermuuja-ilus-3-toaline-korter-paepargis-hinna-3356595.html,230900,"Harjumaa, Tallinn, Lasnamäe, Paepargi tn 50/1",2020.0,120 €/80 €,14.0,Harjumaa,Tallinn,Lasnamäe,Paepargi tn 50/1,Paepargi tn,3724.1935483870966,"Eesti, Harjumaa,Tallinn,Lasnamäe,Paepargi tn","Paepargi, 11414 Tallinn, Estonia",59.43443120000001,24.810105
634,1,31.8,2.0,Heas korras,Korteriomand,18301:015:0007,Puudub,https://www.kv.ee/muua-paikesepoolne-roduga-1toaline-korter-korter-p-3343010.html,42000,"Läänemaa, Haapsalu, Haapsalu linn, Kuuse tn 24",1980.0,,5.0,Läänemaa,Haapsalu,Haapsalu linn,Kuuse tn 24,Kuuse tn,1320.754716981132,"Eesti, Läänemaa,Haapsalu,Haapsalu linn,Kuuse tn","Kuuse, Haapsalu, Lääne maakond, Estonia",58.9364788,23.5530263
635,3,64.9,8.0,Heas korras,Korteriomand,78403:309:0940,E,https://www.kv.ee/muua-heas-korras-3toaline-korter-lasnamael-karberi-3364440.html,107000,"Harjumaa, Tallinn, Lasnamäe, K. Kärberi tn 36",1985.0,90 €/160 €,9.0,Harjumaa,Tallinn,Lasnamäe,K. Kärberi tn 36,K. Kärberi tn,1648.6902927580893,"Eesti, Harjumaa,Tallinn,Lasnamäe,K. Kärberi tn","K. Kärberi, Tallinn, Estonia",59.4464637,24.886084
636,5,116.8,,Uus,Korteriomand,,A,https://www.kv.ee/koikidel-korteritel-oma-elektriautode-laadimisjaam-3370356.html,399999,"Harjumaa, Tallinn, Kristiine, Nõmme tee 64",2021.0,,,Harjumaa,Tallinn,Kristiine,Nõmme tee 64,Nõmme tee,3424.64897260274,"Eesti, Harjumaa,Tallinn,Kristiine,Nõmme tee","Nõmme tee, Tallinn, Estonia",59.4130634,24.7167409
637,2,51.1,2.0,Valmis,Korteriomand,,F,https://www.kv.ee/korter-muua-suur-2toaline-korter51-1-ruutmeetrit-m-3366911.html,59000,"Harjumaa, Maardu, Orumetsa 3",1959.0,,2.0,Harjumaa,Maardu,Orumetsa 3,Orumetsa 3,Orumetsa,1154.5988258317025,"Eesti, Harjumaa,Maardu,Orumetsa 3,Orumetsa","Orumetsa 3, Maardu, 74111 Harju maakond, Estonia",59.47919470000001,25.0145381
638,1,16.9,2.0,Uus,Korteriomand,,B,https://www.kv.ee/tapsema-info-saamiseks-kulastage-arenduse-riia-kva-3340639.html,58000,"Tartumaa, Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 20",2021.0,,3.0,Tartumaa,Tartu,Tartu linn,Riia 20,Riia,3431.952662721894,"Eesti, Tartumaa,Tartu,Tartu linn,Riia","Riia, Tartu, Estonia",58.3637427,26.6971775
639,3,72.1,4.0,Heas korras,Korteriomand,,B,https://www.kv.ee/muuki-on-tulnud-kvaliteetne-perekorter-p-pinna-6a-3383639.html,215000,"Harjumaa, Tallinn, Lasnamäe, P. Pinna 6a",2016.0,,11.0,Harjumaa,Tallinn,Lasnamäe,P. Pinna 6a,P. Pinna,2981.969486823856,"Eesti, Harjumaa,Tallinn,Lasnamäe,P. Pinna","Paul Pinna, Tallinn, Estonia",59.4371682,24.8360154
640,1,42.7,5.0,Renoveeritud,Korteriomand,78401:102:0310,Puudub,https://www.kv.ee/muua-42-7-m-suuruse-uldpinnaga-korter-viru-keskuse-3378060.html,165000,"Harjumaa, Tallinn, Kesklinn, Viru väljak 6",2004.0,,11.0,Harjumaa,Tallinn,Kesklinn,Viru väljak 6,Viru väljak,3864.1686182669782,"Eesti, Harjumaa,Tallinn,Kesklinn,Viru väljak","Viru väljak, Tallinn, Estonia",59.43675520000001,24.7535955
641,3,112.0,3.0,Uus,Korteriomand,78401:114:0062,A,https://www.kv.ee/hetkeseisuga-on-muugis-poordi-3-peremajaskorter-53-3341730.html,369000,"Harjumaa, Tallinn, Kesklinn, Poordi tn 3-53",2017.0,,6.0,Harjumaa,Tallinn,Kesklinn,Poordi tn 3-53,Poordi tn,3294.6428571428573,"Eesti, Harjumaa,Tallinn,Kesklinn,Poordi tn","Poordi, Tallinn, Estonia",59.44218329999999,24.7536493
642,1,23.6,1.0,Valmis,Korteriomand,79508:032:0012,F,https://www.kv.ee/planeeringkorteri-eluruumi-pind-on-kokku-23-6-m2-r-3382614.html,49900,"Tartumaa, Tartu, Tartu linn, Karlova, Kalevi 93",1977.0,,2.0,Tartumaa,Tartu,Tartu linn,Kalevi 93,Kalevi,2114.406779661017,"Eesti, Tartumaa,Tartu,Tartu linn,Kalevi","Kalevi, Tartu, Estonia",58.3688554,26.7342295
643,1,34.3,3.0,Heas korras,Kinnistu,78403:310:0840,E,https://www.kv.ee/maja-remondifondi-igakuine-kulu-16-eurot-mis-tingi-3376280.html,75000,"Harjumaa, Tallinn, Lasnamäe, Mahtra tn 12",,45 €/95 €,5.0,Harjumaa,Tallinn,Lasnamäe,Mahtra tn 12,Mahtra tn,2186.588921282799,"Eesti, Harjumaa,Tallinn,Lasnamäe,Mahtra tn","Mahtra, Tallinn, Estonia",59.44023369999999,24.8732195
644,2,46.7,5.0,,Korteriomand,,Puudub,https://www.kv.ee/muua-valguskullane-2toaline-labi-maja-planeeringug-3381430.html,99900,"Harjumaa, Tallinn, Kristiine, Pirni 4",1987.0,,5.0,Harjumaa,Tallinn,Kristiine,Pirni 4,Pirni,2139.186295503212,"Eesti, Harjumaa,Tallinn,Kristiine,Pirni","Pirni, 10617 Tallinn, Estonia",59.42763369999999,24.6984031
645,3,72.7,1.0,Uus,Korteriomand,62401:001:0473,B,https://www.kv.ee/hobe-kodud-need-on-kahele-korvuti-asetsevale-kinni-3344914.html,225000,"Pärnumaa, Pärnu, Pärnu linn, Kesklinn, Hõbe tn 4-1",2022.0,,2.0,Pärnumaa,Pärnu,Pärnu linn,Hõbe tn 4-1,Hõbe tn,3094.9105914718016,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Hõbe tn","Hõbe, Pärnu, Pärnu maakond, Estonia",58.38151329999999,24.5101869
646,3,140.9,,Heas korras,Korteriomand,84801:004:0617,Puudub,https://www.kv.ee/muua-ridaelamuboks-tahkuranna-kulas-kinnistu-asub-3372414.html,95000,"Pärnumaa, Häädemeeste vald, Tahkuranna, Merimäe tee 23",2008.0,,,Pärnumaa,Häädemeeste vald,Tahkuranna,Merimäe tee 23,Merimäe tee,674.2370475514549,"Eesti, Pärnumaa,Häädemeeste vald,Tahkuranna,Merimäe tee","Merimäe tee, Tahkuranna, 86509 Pärnu maakond, Estonia",58.2329446,24.4889582
647,2,43.0,5.0,Renoveeritud,Korteriomand,78405:501:26,-,https://www.kv.ee/tule-vaata-ja-tee-oma-pakkumine-muugiga-kiire-lisa-3382493.html,102000,"Harjumaa, Tallinn, Mustamäe, retke tee 28-87",1975.0,70 €/120 €,5.0,Harjumaa,Tallinn,Mustamäe,retke tee 28-87,retke tee,2372.093023255814,"Eesti, Harjumaa,Tallinn,Mustamäe,retke tee","Retke tee, Tallinn, Estonia",59.39937249999999,24.7057547
648,2,50.9,2.0,Uus,Korteriomand,,A,https://www.kv.ee/kakumae-sudamesse-rahulikku-ja-rohelisse-vismeistr-3381382.html,145000,"Harjumaa, Tallinn, Haabersti, Kakumäe, Jõeküla tee 18/2-8",2022.0,,2.0,Harjumaa,Tallinn,Haabersti,Jõeküla tee 18/2-8,Jõeküla tee,2848.722986247544,"Eesti, Harjumaa,Tallinn,Haabersti,Jõeküla tee","Jõeküla tee, Tallinn, Estonia",59.4403278,24.5911781
649,1,27.2,4.0,Renoveeritud,Korteriomand,79505:005:0056,-,https://www.kv.ee/muua-hea-planeeringuga-ilus-valguskullane-korter-k-3324358.html,65500,"Tartumaa, Tartu, Tartu linn, Ränilinn, Aardla tn 120",1973.0,,5.0,Tartumaa,Tartu,Tartu linn,Aardla tn 120,Aardla tn,2408.0882352941176,"Eesti, Tartumaa,Tartu,Tartu linn,Aardla tn","Aardla, Tartu, Estonia",58.353908,26.7042426
650,3,72.4,1.0,Uus,Korteriomand,,A,https://www.kv.ee/avara-paikesepoolse-terrassiga-3toaline-kodu-mere-3318938.html,268000,"Harjumaa, Tallinn, Haabersti, Merimetsa, Lahepea tn 15-5",2021.0,,4.0,Harjumaa,Tallinn,Haabersti,Lahepea tn 15-5,Lahepea tn,3701.657458563536,"Eesti, Harjumaa,Tallinn,Haabersti,Lahepea tn","Lahepea, Tallinn, Estonia",59.4323647,24.6859633
651,4,103.0,,Uus,Korteriomand,,A,https://www.kv.ee/ruumikas-sauna-ja-majapidamisruumiga-kodu-terrassi-3318874.html,373000,"Harjumaa, Tallinn, Haabersti, Merimetsa, Lahepea tn 15-2",,,,Harjumaa,Tallinn,Haabersti,Lahepea tn 15-2,Lahepea tn,3621.359223300971,"Eesti, Harjumaa,Tallinn,Haabersti,Lahepea tn","Lahepea, Tallinn, Estonia",59.4323647,24.6859633
652,2,39.3,1.0,Heas korras,Kaasomand,79508:062:0013,,https://www.kv.ee/muugile-on-tulnud-karlovas-vaike-ja-hubane-2toalin-3349641.html,64900,"Tartumaa, Tartu, Karlova, Sõbra tn 35",1977.0,,2.0,Tartumaa,Tartu,Karlova,Sõbra tn 35,Sõbra tn,1651.3994910941476,"Eesti, Tartumaa,Tartu,Karlova,Sõbra tn","Sõbra, Tartu, Estonia",58.36454310000001,26.7346325
653,4,87.8,3.0,,Kaasomand,78402:201:5150,B,https://www.kv.ee/pakkuda-rohelises-piirkonnas-armas-pirita-4toaline-3381633.html,229000,"Harjumaa, Tallinn, Pirita, Tohu 1",,,3.0,Harjumaa,Tallinn,Pirita,Tohu 1,Tohu,2608.2004555808658,"Eesti, Harjumaa,Tallinn,Pirita,Tohu","Tohu, 12012 Tallinn, Estonia",59.45454530000001,24.8426402
654,4,77.7,4.0,Renoveeritud,Korteriomand,,E,https://www.kv.ee/muua-4toaline-renoveeritud-korter-annelinnas-koik-3382021.html,89000,"Tartumaa, Tartu, Tartu linn, Annelinn, Kaunase pst 82",,,9.0,Tartumaa,Tartu,Tartu linn,Kaunase pst 82,Kaunase pst,1145.4311454311453,"Eesti, Tartumaa,Tartu,Tartu linn,Kaunase pst","Kaunase pst, Tartu, Estonia",58.3750151,26.7694174
655,3,76.5,3.0,Uus,Korteriomand,78406:611:0145,B,https://www.kv.ee/privaatsust-pakkuv-kodu-kakumae-ranna-laheduses-mu-3378484.html,247000,"Harjumaa, Tallinn, Haabersti, Kakumäe, Tindi tn. 6",2015.0,,3.0,Harjumaa,Tallinn,Haabersti,Tindi tn. 6,Tindi tn.,3228.7581699346406,"Eesti, Harjumaa,Tallinn,Haabersti,Tindi tn.","Tindi, 13516 Tallinn, Estonia",59.4506196,24.5851285
656,3,81.0,2.0,,,,B,https://www.kv.ee/muua-kohe-valmiv-korter-kesklinnas-korter-asub-rah-3379624.html,306000,"Harjumaa, Tallinn, Kesklinn, Veerenni, Pille 4-10",2021.0,,4.0,Harjumaa,Tallinn,Kesklinn,Pille 4-10,Pille,3777.777777777778,"Eesti, Harjumaa,Tallinn,Kesklinn,Pille","Pille, 10135 Tallinn, Estonia",59.4206914,24.7492438
657,2,38.5,2.0,Uus,Korteriomand,78401:101:3863,B,https://www.kv.ee/rajame-ajaloolise-kentmanni-tanava-viimasele-vabal-3295390.html,160000,"Harjumaa, Tallinn, Kesklinn, Kentmanni tn 28-12",2022.0,,7.0,Harjumaa,Tallinn,Kesklinn,Kentmanni tn 28-12,Kentmanni tn,4155.844155844156,"Eesti, Harjumaa,Tallinn,Kesklinn,Kentmanni tn","Kentmanni, Tallinn, Estonia",59.43085970000001,24.7514302
658,1,26.2,2.0,Renoveeritud,Korteriomand,,Puudub,https://www.kv.ee/muua-taielikult-renoveeritud-1toaline-korter-paask-3372662.html,69000,"Harjumaa, Tallinn, Nõmme, Pärnu mnt. 492",,,2.0,Harjumaa,Tallinn,Nõmme,Pärnu mnt. 492,Pärnu mnt.,2633.587786259542,"Eesti, Harjumaa,Tallinn,Nõmme,Pärnu mnt.","Pärnu mnt, Tallinn, Estonia",59.3820942,24.6661189
659,3,71.6,2.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300917.html,262900,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-11",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-11,Sõpruse pst,3671.787709497207,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
660,2,44.2,2.0,Renoveeritud,Korteriomand,78408:803:7650,Puudub,https://www.kv.ee/korterkorterisse-sisenedes-leiame-end-pikast-punas-3380648.html,99000,"Harjumaa, Tallinn, Põhja-Tallinn, Sõle 30",1940.0,,2.0,Harjumaa,Tallinn,Põhja-Tallinn,Sõle 30,Sõle,2239.8190045248866,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Sõle","Sõle, Tallinn, Estonia",59.4441383,24.7029783
661,3,64.0,4.0,Keskmine,Korteriomand,78401:113:0023,E,https://www.kv.ee/muua-3toaline-roduga-korter-kardioru-vahetus-lahed-3324685.html,160000,"Harjumaa, Tallinn, Kesklinn, Gonsiori tn 33",1989.0,,7.0,Harjumaa,Tallinn,Kesklinn,Gonsiori tn 33,Gonsiori tn,2500.0,"Eesti, Harjumaa,Tallinn,Kesklinn,Gonsiori tn","Gonsiori, Tallinn, Estonia",59.4337993,24.7718681
662,2,59.2,1.0,Renoveeritud,Korteriomand,78401:103:0570,Puudub,https://www.kv.ee/kortermuugile-on-tulnud-suureparase-asukohaga-stii-3380414.html,209900,"Harjumaa, Tallinn, Kesklinn, V. Reimani tn 2",1956.0,,5.0,Harjumaa,Tallinn,Kesklinn,V. Reimani tn 2,V. Reimani tn,3545.608108108108,"Eesti, Harjumaa,Tallinn,Kesklinn,V. Reimani tn","V. Reimani, Tallinn, Estonia",59.436344,24.7623309
663,3,100.1,4.0,Valmis,Korteriomand,,A,https://www.kv.ee/korter-muua-hubane-3toaline-avara-koogielutoaga-ko-3373063.html,165000,"Harjumaa, Tallinn, Lasnamäe, Narva mnt 174 c/3",2006.0,,3.0,Harjumaa,Tallinn,Lasnamäe,Narva mnt 174 c/3,Narva mnt,1648.3516483516485,"Eesti, Harjumaa,Tallinn,Lasnamäe,Narva mnt","Narva mnt, Tallinn, Estonia",59.45154040000001,24.8424504
664,3,66.0,3.0,Keskmine,Korteriomand,89001:010:7900,E,https://www.kv.ee/osta-kodu-viimsi-mae-otsa-imehea-planeeringu-ja-ro-3382006.html,129000,"Harjumaa, Viimsi vald, Viimsi, Aiandi tee 14",1982.0,80 €/180 €,5.0,Harjumaa,Viimsi vald,Viimsi,Aiandi tee 14,Aiandi tee,1954.5454545454545,"Eesti, Harjumaa,Viimsi vald,Viimsi,Aiandi tee","Aiandi tee, Viimsi, Harju maakond, Estonia",59.50308949999999,24.8391369
665,3,56.6,2.0,Uus,Korteriomand,,A,https://www.kv.ee/kakumae-sudamesse-rahulikku-ja-rohelisse-vismeistr-3381392.html,165000,"Harjumaa, Tallinn, Haabersti, Kakumäe, Jõeküla tee 18/3-5",2022.0,,2.0,Harjumaa,Tallinn,Haabersti,Jõeküla tee 18/3-5,Jõeküla tee,2915.1943462897525,"Eesti, Harjumaa,Tallinn,Haabersti,Jõeküla tee","Jõeküla tee, Tallinn, Estonia",59.4403278,24.5911781
666,3,56.0,4.0,,Korteriomand,,D,https://www.kv.ee/muua-heas-korras-3toaline-korter-koik-toad-ja-kook-3381518.html,82000,"Tartumaa, Tartu, Tartu linn, Annelinn, Anne 49",1969.0,,5.0,Tartumaa,Tartu,Tartu linn,Anne 49,Anne,1464.2857142857142,"Eesti, Tartumaa,Tartu,Tartu linn,Anne","Anne, Tartu, Estonia",58.3778762,26.7532621
667,2,42.4,8.0,Heas korras,,78408:802:0380,G,https://www.kv.ee/korterkorter-on-labi-maja-planeeringuga-korterisse-3359677.html,131999,"Harjumaa, Tallinn, Kesklinn, Paldiski mnt 20",1977.0,100 €/150 €,9.0,Harjumaa,Tallinn,Kesklinn,Paldiski mnt 20,Paldiski mnt,3113.183962264151,"Eesti, Harjumaa,Tallinn,Kesklinn,Paldiski mnt","Paldiski mnt, Tallinn, Estonia",59.4348303,24.7277283
668,1,51.1,1.0,,Korteriomand,78401:108:1820,-,https://www.kv.ee/muugile-on-tulnud-hubane-kodu-vanalinna-lahedal-wi-3375537.html,105000,"Harjumaa, Tallinn, Kesklinn, Kassisaba, Wismari tn 21",1940.0,,2.0,Harjumaa,Tallinn,Kesklinn,Wismari tn 21,Wismari tn,2054.794520547945,"Eesti, Harjumaa,Tallinn,Kesklinn,Wismari tn","Wismari, Tallinn, Estonia",59.432311,24.7314302
669,2,45.1,3.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300953.html,159900,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-28",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-28,Sõpruse pst,3545.454545454545,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
670,4,107.4,1.0,Uus,Korteriomand,,A,https://www.kv.ee/arenduse-koduleht-joekula-eekakumae-sudamesse-rahu-3380893.html,297000,"Harjumaa, Tallinn, Haabersti, Kakumäe, Jõeküla tee 18/4-10",2022.0,,2.0,Harjumaa,Tallinn,Haabersti,Jõeküla tee 18/4-10,Jõeküla tee,2765.36312849162,"Eesti, Harjumaa,Tallinn,Haabersti,Jõeküla tee","Jõeküla tee, Tallinn, Estonia",59.4403278,24.5911781
671,1,22.0,4.0,Heas korras,Korteriomand,78401:111:0920,F,https://www.kv.ee/muua-vaga-hea-asukohaga-1-toaline-korter-tallinna-3364279.html,75995,"Harjumaa, Tallinn, Kesklinn, AINULAADNE PAKKUMINE  KESKLINN, Lastekodu tn 26",1975.0,40 €/80 €,5.0,Harjumaa,Tallinn,Kesklinn,Lastekodu tn 26,Lastekodu tn,3454.318181818182,"Eesti, Harjumaa,Tallinn,Kesklinn,Lastekodu tn","Lastekodu, Tallinn, Estonia",59.42950199999999,24.7706465
672,2,46.9,3.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300923.html,178200,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-16",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-16,Sõpruse pst,3799.573560767591,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
673,2,58.2,1.0,,Korteriomand,78404:406:6070,Puudub,https://www.kv.ee/tule-nommele-elama-muua-suureparase-asukohaga-ja-o-3333210.html,139900,"Harjumaa, Tallinn, Nõmme, Metsa 56",1929.0,,2.0,Harjumaa,Tallinn,Nõmme,Metsa 56,Metsa,2403.780068728522,"Eesti, Harjumaa,Tallinn,Nõmme,Metsa","Metsa, Tallinn, Estonia",59.38075139999999,24.680789
674,3,73.1,3.0,Uus,Korteriomand,,A,https://www.kv.ee/valguskullane-kolmetoaline-kodu-mere-aares-millel-3318887.html,289000,"Harjumaa, Tallinn, Haabersti, Merimetsa, Lahepea tn 15-17",2021.0,,4.0,Harjumaa,Tallinn,Haabersti,Lahepea tn 15-17,Lahepea tn,3953.488372093024,"Eesti, Harjumaa,Tallinn,Haabersti,Lahepea tn","Lahepea, Tallinn, Estonia",59.4323647,24.6859633
675,3,80.3,1.0,Renoveeritud,Korteriomand,79507:052:0019,Puudub,https://www.kv.ee/muua-imeilus-korter-miljoovaartuslikus-piirkonnas-3367874.html,210000,"Tartumaa, Tartu, Tartu linn, Kesklinn, Aleksandri 17",,,3.0,Tartumaa,Tartu,Tartu linn,Aleksandri 17,Aleksandri,2615.1930261519306,"Eesti, Tartumaa,Tartu,Tartu linn,Aleksandri","Aleksandri, Tartu, Estonia",58.3733676,26.7336759
676,3,70.6,2.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300898.html,230800,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-12KK",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-12KK,Sõpruse pst,3269.1218130311618,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
677,1,36.6,1.0,Valmis,Korteriomand,89001:010:1841,C,https://www.kv.ee/suureparane-asukoht-nbspkorternbsp-valguskullane-s-3381449.html,93000,"Harjumaa, Viimsi vald, Haabneeme, Heki tee 6",2007.0,,5.0,Harjumaa,Viimsi vald,Haabneeme,Heki tee 6,Heki tee,2540.983606557377,"Eesti, Harjumaa,Viimsi vald,Haabneeme,Heki tee","Heki tee, Haabneeme, 74001 Harju maakond, Estonia",59.5127914,24.8326655
